ModelSim Parent Window: ModelSim - INTEL FPGA STARTER EDITION 2020.1
HWND: 1119804
Size: 2011x1236
Position: (436, 107)

Total child windows: 589

========================================================================================================================

All child windows (sorted by size):
  #       HWND Class                                    Title                          Size            Position             Area      
--------------------------------------------------------------------------------------------------------------------------------------------
443    1450264 Button                                                                  18x18           (1205, 166)          324       
444    1581328 Button                                                                  18x18           (1183, 166)          324       
445    1646862 Button                                                                  18x18           (1161, 166)          324       
446    1319180 Button                                                                  18x18           (1056, 166)          324       
447    2302206 Button                                                                  18x18           (1023, 166)          324       
448    6428788 Button                                                                  18x18           (1001, 166)          324       
449    1319164 Button                                                                  18x18           (979, 166)           324       
450    2756180 Button                                                                  18x18           (913, 164)           324       
451    2494712 Button                                                                  18x18           (891, 164)           324       
452    6167910 Button                                                                  18x18           (869, 164)           324       
453    2102502 Button                                                                  18x18           (847, 164)           324       
454    1513704 Button                                                                  18x18           (825, 164)           324       
455    1380412 Button                                                                  18x18           (785, 164)           324       
456     987578 Button                                                                  18x18           (763, 164)           324       
457    1578602 Button                                                                  18x18           (741, 164)           324       
458    2170104 Button                                                                  18x18           (677, 164)           324       
459    2493122 Button                                                                  18x18           (655, 164)           324       
460    1837188 Button                                                                  18x18           (633, 164)           324       
461    1645356 Button                                                                  18x18           (611, 164)           324       
462    2430288 Button                                                                  18x18           (589, 164)           324       
463    1381618 Button                                                                  18x18           (556, 164)           324       
464    1840646 Button                                                                  18x18           (534, 164)           324       
465    2822522 Button                                                                  18x18           (512, 164)           324       
466    2232246 Button                                                                  18x18           (490, 164)           324       
467    1577474 TkChild                                                                 17x19           (2418, 659)          323       
468    1906316 TkChild                                                                 8x39            (1252, 617)          312       
469    1837266 TkChild                                                                 17x18           (2418, 246)          306       
470    1512554 Button                                                                  17x17           (1203, 197)          289       
471    2104994 Button                                                                  17x17           (2053, 164)          289       
472    1711736 Button                                                                  17x17           (1719, 164)          289       
473    1777902 TkChild                                                                 15x19           (1140, 165)          285       
474    1710248 Button                                                                  16x17           (1260, 639)          272       
475    1773956 Button                                                                  12x22           (1284, 617)          264       
476    2628264 Button                                                                  12x22           (1272, 617)          264       
477    1446614 Button                                                                  12x22           (1260, 617)          264       
478    2758132 TkChild                                                                 16x16           (1251, 227)          256       
479    1773102 Static                                                                  16x16           (1251, 227)          256       
480    1318962 TkChild                                                                 16x16           (447, 227)           256       
481    1253542 Static                                                                  16x16           (447, 227)           256       
482    2757880 TkChild                                                                 16x16           (849, 471)           256       
483    1252874 Static                                                                  16x16           (849, 471)           256       
484    3218722 TkChild                                                                 16x16           (849, 227)           256       
485    1381300 Static                                                                  16x16           (849, 227)           256       
486    1381244 TkChild                                                                 16x16           (2423, 1319)         256       
487    1449526 TkChild                                                                 15x15           (447, 714)           225       
488    1513612 Static                                                                  15x15           (447, 714)           225       
489    3084630 Static                                                                  22x10           (1857, 230)          220       
490    4922546 Static                                                                  22x10           (1442, 716)          220       
491    1973892 Static                                                                  22x10           (648, 230)           220       
492    2298246 Static                                                                  22x10           (1065, 474)          220       
493    1973076 Static                                                                  22x10           (1039, 230)          220       
494    1581006 TkChild                                                                 11x20           (1537, 197)          220       
495    1646526 TkChild                                                                 11x20           (1026, 195)          220       
496    1317564 TkChild                                                                 11x20           (587, 197)           220       
497    6753222 TkChild                                                                 11x20           (1438, 163)          220       
498    1646786 TkChild                                                                 11x20           (1269, 165)          220       
499    1777894 TkChild                                                                 11x20           (1043, 165)          220       
500    2232670 TkChild                                                                 11x20           (697, 163)           220       
501    5312694 TkChild                                                                 11x20           (576, 163)           220       
502    1579610 Button                                                                  16x13           (1211, 247)          208       
503    1512998 Button                                                                  16x13           (1152, 247)          208       
504    1513538 Button                                                                  12x17           (1288, 639)          204       
505    1448742 Button                                                                  12x17           (1276, 639)          204       
506    1448216 Button                                                                  12x17           (447, 245)           204       
507    3610756 Button                                                                  12x17           (849, 489)           204       
508    1512016 Button                                                                  12x17           (849, 245)           204       
509    1579146 Button                                                                  14x13           (2421, 228)          182       
510    1448030 Button                                                                  14x13           (2421, 715)          182       
511    1449324 Button                                                                  14x13           (822, 228)           182       
512    1774446 Button                                                                  14x13           (1224, 472)          182       
513    2038352 Button                                                                  14x13           (1224, 228)          182       
514    1581056 Button                                                                  11x16           (829, 683)           176       
515    1317930 Button                                                                  11x16           (818, 683)           176       
516    1515872 Button                                                                  11x16           (2428, 683)          176       
517    1121306 Button                                                                  11x16           (2417, 683)          176       
518    2364906 Button                                                                  11x15           (1228, 246)          165       
519    2430640 Button                                                                  12x13           (2389, 228)          156       
520    1447638 Button                                                                  12x13           (2405, 228)          156       
521    1512538 Button                                                                  12x13           (2389, 715)          156       
522    1580240 Button                                                                  12x13           (2405, 715)          156       
523    1515688 Button                                                                  12x13           (790, 228)           156       
524    1384620 Button                                                                  12x13           (806, 228)           156       
525    2102060 Button                                                                  12x13           (1192, 472)          156       
526    1578962 Button                                                                  12x13           (1208, 472)          156       
527    1640596 Button                                                                  12x13           (1192, 228)          156       
528    1643808 Button                                                                  12x13           (1208, 228)          156       
529    1251234 TkChild                                                                 8x19            (1252, 659)          152       
530    1251778 TkChild                                                                 5x30            (627, 192)           150       
531    5380120 TkChild                                                                 5x30            (1448, 192)          150       
532    1577668 TkChild                                                                 5x30            (1298, 192)          150       
533    1187694 TkChild                                                                 5x30            (931, 192)           150       
534    1384116 TkChild                                                                 5x30            (737, 192)           150       
535    2170528 TkChild                                                                 5x30            (446, 192)           150       
536    1447436 TkChild                                                                 5x30            (2237, 160)          150       
537    1252006 TkChild                                                                 5x30            (2082, 160)          150       
538    1515134 TkChild                                                                 5x30            (1748, 160)          150       
539    5709390 TkChild                                                                 5x30            (1540, 160)          150       
540    3021278 TkChild                                                                 5x30            (1361, 160)          150       
541    1252318 TkChild                                                                 5x30            (940, 160)           150       
542    2037222 TkChild                                                                 5x30            (812, 160)           150       
543    1643440 TkChild                                                                 5x30            (446, 160)           150       
544    5378244 TkChild                                                                 8x18            (1252, 246)          144       
545    1776452 Button                                                                  7x18            (1539, 198)          126       
546    4785466 Button                                                                  7x18            (1028, 196)          126       
547    1774820 Button                                                                  7x18            (589, 198)           126       
548    1181976 Button                                                                  7x18            (1440, 164)          126       
549    2564398 Button                                                                  7x18            (1271, 166)          126       
550    4661512 Button                                                                  7x18            (1045, 166)          126       
551    1449290 Button                                                                  7x18            (699, 164)           126       
552    1640674 Button                                                                  7x18            (578, 164)           126       
553    4006204 TkChild                                                                 13x9            (1141, 174)          117       
554    2761022 TkChild                                                                 13x9            (1141, 165)          117       
555    1121376 TkChild                                                                 3x28            (628, 193)           84        
556    3410048 TkChild                                                                 3x28            (1449, 193)          84        
557    2366168 TkChild                                                                 3x28            (1299, 193)          84        
558    1908642 TkChild                                                                 3x28            (932, 193)           84        
559    1382094 TkChild                                                                 3x28            (738, 193)           84        
560    1378484 TkChild                                                                 3x28            (447, 193)           84        
561    3150056 TkChild                                                                 3x28            (2238, 161)          84        
562    4071086 TkChild                                                                 3x28            (2083, 161)          84        
563    2891398 TkChild                                                                 3x28            (1749, 161)          84        
564    1449560 TkChild                                                                 3x28            (1541, 161)          84        
565    6823204 TkChild                                                                 3x28            (1362, 161)          84        
566    1645692 TkChild                                                                 3x28            (941, 161)           84        
567    1445426 TkChild                                                                 3x28            (813, 161)           84        
568    2036794 TkChild                                                                 3x28            (447, 161)           84        
569    2497656 Static                                                                  2x15            (1345, 227)          30        
570    1841172 Static                                                                  2x15            (515, 714)           30        
571    1646752 Static                                                                  2x15            (528, 227)           30        
572    1775076 Static                                                                  2x15            (959, 471)           30        
573    1576828 Static                                                                  2x15            (907, 227)           30        
574    1972226 TkChild                                                                 1x17            (1051, 245)          17        
575    4067168 TkChild                                                                 1x17            (1451, 489)          17        
576    1643446 TkChild                                                                 1x13            (1210, 247)          13        
577    2431260 TkChild                                                                 1x13            (1168, 247)          13        
578    1120296 TkChild                                                                 1x1             (444, 224)           1         
579    1253620 TkChild                                                                 1x1             (444, 224)           1         
580    2691392 TkChild                                                                 1x1             (444, 224)           1         
581    6825182 TkChild                                                                 1x1             (444, 224)           1         
582    1837246 TkChild                                                                 1x1             (444, 224)           1         
583    7016486 TkChild                                                                 1x1             (444, 224)           1         
584    1248840 Static                                                                  1x1             (848, 488)           1         
585    2430072 ScrollBar                                                               1x1             (848, 488)           1         
586    1447446 TkChild                                                                 1x1             (444, 224)           1         
587    1578390 TkChild                                                                 1x1             (444, 224)           1         
588    3345354 TkChild                                                                 1x1             (444, 224)           1         
589    2627502 TkChild                                                                 1x1             (444, 224)           1         
